timestamp,open,high,low,close,volume,sma_10,pct_change
2025-08-26 20:09:00,1.1656,1.1657,1.1654,1.1655,28596.8,,-0.03432003432003054
2025-08-26 20:10:00,1.1654,1.1655,1.1653,1.1655,6755.0,,-0.03432003432003054
2025-08-26 20:11:00,1.1655,1.1656,1.1653,1.1653,37770.1,,-0.03432003432003054
2025-08-26 20:12:00,1.1654,1.1657,1.1654,1.1656,13185.5,,-0.03432003432003054
2025-08-26 20:13:00,1.1657,1.1658,1.1656,1.1657,25151.3,,-0.03432003432003054
2025-08-26 20:14:00,1.1657,1.1658,1.1656,1.1656,15779.1,,-0.03432003432003054
2025-08-26 20:15:00,1.1658,1.1658,1.1654,1.1654,42536.7,,-0.03432003432003054
2025-08-26 20:16:00,1.1656,1.1656,1.1653,1.1654,4901.7,,-0.03432003432003054
2025-08-26 20:17:00,1.1654,1.1654,1.1652,1.1652,9582.7,,-0.03432003432003054
2025-08-26 20:18:00,1.1653,1.1654,1.1652,1.1654,10189.0,1.16546,-0.03432003432003054
2025-08-26 20:19:00,1.1654,1.1655,1.1653,1.1654,9906.5,1.16545,-0.03432003432003054
2025-08-26 20:20:00,1.1655,1.1655,1.1654,1.1654,5711.2,1.1654399999999998,-0.03432003432003054
2025-08-26 20:21:00,1.1654,1.1657,1.1654,1.1656,33477.1,1.16547,-0.03432003432003054
2025-08-26 20:22:00,1.1656,1.1657,1.1655,1.1655,19623.4,1.16546,-0.03432003432003054
2025-08-26 20:23:00,1.1656,1.1656,1.1652,1.1652,17448.7,1.16541,-0.03432003432003054
2025-08-26 20:24:00,1.1652,1.1653,1.1651,1.1653,13874.4,1.16538,-0.03432003432003054
2025-08-26 20:25:00,1.1653,1.1654,1.1652,1.1654,10432.4,1.16538,-0.03432003432003054
2025-08-26 20:26:00,1.1652,1.1653,1.165,1.165,19221.3,1.16534,-0.03432003432003054
2025-08-26 20:27:00,1.1651,1.1651,1.165,1.1651,11427.3,1.16533,-0.03432003432003054
2025-08-26 20:28:00,1.1652,1.1653,1.165,1.1652,24359.6,1.16531,-0.03432003432003054
2025-08-26 20:29:00,1.1652,1.1652,1.165,1.1651,6552.4,1.1652799999999999,-0.03432003432003054
2025-08-26 20:30:00,1.165,1.1651,1.1648,1.165,14115.1,1.16524,-0.03432003432003054
2025-08-26 20:31:00,1.1649,1.165,1.1648,1.1648,19017.3,1.16516,-0.03432003432003054
2025-08-26 20:32:00,1.1648,1.1649,1.1645,1.1646,32658.2,1.16507,-0.03432003432003054
2025-08-26 20:33:00,1.1647,1.1651,1.1646,1.1648,22029.9,1.16503,-0.03432003432003054
2025-08-26 20:34:00,1.1649,1.1651,1.1648,1.1649,18886.1,1.16499,-0.03432003432003054
2025-08-26 20:35:00,1.165,1.165,1.1647,1.1649,15006.5,1.16494,-0.03432003432003054
2025-08-26 20:36:00,1.165,1.165,1.1647,1.1648,4340.5,1.16492,-0.03432003432003054
2025-08-26 20:37:00,1.1648,1.1652,1.1648,1.1651,13653.2,1.16492,-0.03432003432003054
2025-08-26 20:38:00,1.1651,1.1652,1.1651,1.1651,7109.5,1.1649100000000001,-0.03432003432003054
2025-08-26 20:39:00,1.1651,1.1651,1.1649,1.165,22489.6,1.1649,-0.03432003432003054
2025-08-26 20:40:00,1.1649,1.165,1.1648,1.1649,18422.9,1.1648900000000002,-0.03432003432003054
2025-08-26 20:41:00,1.1648,1.1651,1.1648,1.1651,9183.8,1.16492,-0.03432003432003054
2025-08-26 20:42:00,1.1651,1.1651,1.1649,1.165,14869.4,1.16496,-0.03432003432003054
2025-08-26 20:43:00,1.165,1.1652,1.1649,1.1651,19548.6,1.16499,-0.03432003432003054
2025-08-26 20:44:00,1.165,1.1651,1.1649,1.1649,12103.6,1.16499,-0.03432003432003054
2025-08-26 20:45:00,1.1651,1.1652,1.165,1.1652,6095.9,1.16502,-0.03432003432003054
2025-08-26 20:46:00,1.1652,1.1652,1.165,1.165,12291.8,1.16504,-0.03432003432003054
2025-08-26 20:47:00,1.1651,1.1651,1.165,1.165,9174.5,1.16503,-0.03432003432003054
2025-08-26 20:48:00,1.165,1.1651,1.1649,1.1649,9990.0,1.16501,-0.03432003432003054
2025-08-26 20:49:00,1.1649,1.165,1.1648,1.1648,5863.0,1.16499,-0.03432003432003054
2025-08-26 20:50:00,1.1648,1.165,1.1646,1.1647,17449.7,1.16497,-0.03432003432003054
2025-08-26 20:51:00,1.1647,1.1649,1.1646,1.1649,5924.3,1.16495,-0.03432003432003054
2025-08-26 20:52:00,1.1649,1.165,1.1648,1.1648,28487.8,1.16493,-0.03432003432003054
2025-08-26 20:53:00,1.1649,1.165,1.1648,1.1649,5002.2,1.1649100000000001,-0.03432003432003054
2025-08-26 20:54:00,1.1648,1.1649,1.1647,1.1649,3648.5,1.1649100000000001,-0.03432003432003054
2025-08-26 20:55:00,1.1649,1.1651,1.1648,1.1651,3035.1,1.1649,-0.03432003432003054
2025-08-26 20:56:00,1.165,1.1653,1.165,1.1652,4465.9,1.16492,-0.03432003432003054
2025-08-26 20:57:00,1.1653,1.1653,1.1651,1.1652,6963.5,1.16494,-0.03432003432003054
2025-08-26 20:58:00,1.1652,1.1653,1.1651,1.1651,5711.0,1.16496,-0.03432003432003054
2025-08-26 20:59:00,1.1651,1.1653,1.1651,1.1653,5729.1,1.16501,-0.03432003432003054
2025-08-26 21:00:00,1.1653,1.1654,1.1652,1.1653,7352.1,1.16507,-0.03432003432003054
2025-08-26 21:01:00,1.1653,1.1654,1.1652,1.1653,3513.7,1.1651099999999999,-0.03432003432003054
2025-08-26 21:02:00,1.1653,1.1654,1.1651,1.1651,12842.7,1.16514,-0.03432003432003054
2025-08-26 21:03:00,1.1652,1.1652,1.165,1.1652,3917.3,1.16517,-0.03432003432003054
2025-08-26 21:04:00,1.1651,1.1653,1.1651,1.1652,6043.1,1.1652,-0.03432003432003054
2025-08-26 21:05:00,1.1652,1.1652,1.1649,1.165,9736.0,1.16519,-0.03432003432003054
2025-08-26 21:06:00,1.1649,1.1651,1.1648,1.1649,8148.9,1.16516,-0.03432003432003054
2025-08-26 21:07:00,1.1649,1.1651,1.1649,1.1651,4236.4,1.1651500000000001,-0.03432003432003054
2025-08-26 21:08:00,1.165,1.1651,1.165,1.1651,1910.1,1.1651500000000001,-0.03432003432003054
